code,nom_de_l_etablissement,nb_mentions_ab_g,nb_mentions_b_g,nb_mentions_tb_g,nombre_eleves_segpa,nombre_eleves_ulis
0671741D,COLLEGE DE L'EICHEL,11,6,26,0,0
0320027F,COLLEGE D'ARTAGNAN,14,16,17,51,0
9740070H,COLLEGE 14 EME KM,41,48,54,0,12
0170010U,COLLEGE FRANCOISE DOLTO,30,29,34,0,0
0622579S,COLLEGE JEAN VILAR,28,37,39,0,0
0592905M,COLLEGE PRIVE SAINTE MARIE,29,13,7,43,0
0060048V,COLLEGE RAOUL DUFY,41,50,79,0,30
0141812U,COLLEGE PRIVE SAINT LOUIS,13,10,10,0,0
0390883Y,COLLEGE MARYSE BASTIE,18,13,15,114,0
0380026X,COLLEGE LIERS ET LEMPS,33,38,23,0,0
0061461F,COLLEGE PRIVE STANISLAS,11,46,82,0,0
0311094W,COLLEGE GEORGES CHAUMETON,21,35,52,45,15
0070846G,COLLEGE GEORGES GOUY,11,14,17,0,13
0131264D,COLLEGE VERSAILLES,22,19,9,0,0
0451434P,COLLEGE JACQUES DE TRISTAN,13,16,23,0,12
0021534G,COLLEGE ANNE FRANK,18,18,12,0,13
0941046B,COLLEGE EDOUARD HERRIOT,27,40,83,0,0
0261089T,COLLEGE RENE BARJAVEL,23,41,52,0,0
0801488H,COLLEGE JACQUES PREVERT,9,13,18,0,0
0920624D,COLLEGE ROMAIN ROLLAND,27,26,48,49,0
0340016H,COLLEGE LA DULLAGUE,18,18,29,0,11
0371327S,COLLEGE PRIVE NOTRE DAME LA RICHE,23,35,38,0,0
0301357M,COLLEGE PRIVE SAINT STANISLAS,35,34,48,0,0
0790966W,COLLEGE JACQUES PREVERT,18,19,16,0,15
0131372W,COLLEGE PRIVE ST JOSEPH,24,10,12,0,0
0580039C,COLLEGE LES ALLIERES,16,13,16,0,0
0572925V,COLLEGE PRIVE DE LA SALLE,28,69,120,0,0
0754853T,COLLEGE PRIVE GEORGES LEVEN,21,18,33,0,0
0131349W,COLLEGE PRIVE LA PRESENTATION,27,54,38,0,11
0590107W,COLLEGE JEAN MOULIN,15,12,11,0,0
0400032T,COLLEGE ROSA PARKS,26,22,26,0,0
0440283U,COLLEGE LIBERTAIRE RUTIGLIANO,11,16,20,48,0
0841086Z,COLLEGE ROSA PARKS,14,14,23,0,0
0752923V,COLLEGE PRIVE ROCROY SAINT VINCENT DE PAUL,13,60,87,0,0
0720002L,COLLEGE NORMANDIE-MAINE,11,9,21,0,0
0780260J,COLLEGE LEON BLUM,37,48,43,0,0
0011300H,COLLEGE DE LA PLAINE DE L'AIN,34,44,49,0,13
0750445B,COLLEGE ALBERTO GIACOMETTI,23,25,34,58,0
0912109Y,COLLEGE ROBERT DOISNEAU,37,40,42,0,0
0430043N,COLLEGE JULES VALLES,13,23,53,0,25
0710009Z,COLLEGE LOUISE MICHEL,42,50,66,0,13
0400091G,COLLEGE LANGEVIN-WALLON,18,35,31,0,0
0600030G,COLLEGE FERDINAND BUISSON,13,29,17,0,26
0780569V,COLLEGE LA VAUCOULEURS,29,23,19,51,12
0941601E,COLLEGE ROMAIN ROLLAND,28,31,27,0,12
0700060K,COLLEGE PRIVE ST PIERRE FOURIER STE J D'ARC,13,8,7,0,0
0332285E,COLLEGE JACQUES ELLUL,16,9,10,55,14
0752694W,COLLEGE CAMILLE CLAUDEL,19,15,25,0,0
0332705L,COLLEGE FRANCOIS MAURIAC,18,24,27,0,14
0150016L,COLLEGE DU MERIDIEN,13,15,15,45,8
0730764J,"COLLEGE PRIVE CATHOLIQUE ST F, DE SALES",39,82,81,0,17
0670133F,COLLEGE KLEBER,35,27,42,0,10
0501705G,COLLEGE PRIVE SEVIGNE,34,48,44,0,0
0271631B,COLLEGE PABLO PICASSO,34,31,14,0,0
0781263Z,COLLEGE LA COULDRE,17,26,47,0,0
0491260D,COLLEGE FRANCOIS VILLON,33,47,35,0,23
0641559X,COLLEGE MAURICE RAVEL,22,33,19,0,0
0721090U,COLLEGE JOSEPH WEISMANN,18,12,42,62,0
0931207G,COLLEGE EVARISTE GALOIS,14,24,23,0,13
0622943M,COLLEGE ADULPHE DELEGORGUE,20,13,22,49,13
0594402P,COLLEGE ANDRE CANIVEZ,23,18,24,49,0
0931194T,COLLEGE REPUBLIQUE,33,24,16,67,14
0880150K,COLLEGE JULES FERRY,20,25,50,0,0
0220162G,COLLEGE PRIVE ST JOSEPH,8,7,12,0,0
9710039R,COLLEGE EDMOND BAMBUCK,51,53,43,40,16
0780718G,COLLEGE RAYMOND POINCARE,24,19,43,0,12
0780715D,COLLEGE MARTIN LUTHER KING,26,52,75,0,0
0911865H,COLLEGE PAUL ELUARD,31,31,23,0,0
0520039K,COLLEGE LOUISE MICHEL,12,11,26,80,0
0721263G,COLLEGE MARCEL PAGNOL,23,25,35,0,0
0680112C,COLLEGE LEON GAMBETTA,23,30,25,0,10
0170076R,COLLEGE LA FONTAINE,12,11,11,0,0
0620194Z,COLLEGE JEAN ROSTAND,18,21,31,0,0
0750465Y,COLLEGE LUCIE ET RAYMOND AUBRAC,21,19,33,0,12
0593674Y,COLLEGE ALPHONSE TERROIR,23,19,18,46,5
0740263J,COLLEGE DE VARENS,24,51,49,46,11
0710021M,COLLEGE JEAN MERMOZ,10,13,38,0,0
0491648A,COLLEGE BENJAMIN DELESSERT,8,15,11,62,11
0541995A,COLLEGE PRIVE NOTRE DAME SAINT SIGISBERT,38,45,96,0,0
0080021E,COLLEGE DE LA RETOURNE,15,18,21,0,0
0671603D,COLLEGE PRIVE ECOLE DES MISSIONS AFRICAINES,16,50,72,0,0
0120029S,COLLEGE JEAN D'ALEMBERT,10,21,8,0,0
0840011F,COLLEGE SAINT EXUPERY,15,19,15,0,3
0510054G,COLLEGE LA FONTAINE DU VE,21,13,24,52,23
0010987T,COLLEGE JEAN ROSTAND,25,34,50,0,6
0382195E,COLLEGE PRIVE SAINT CHARLES,23,55,90,0,0
0221509W,COLLEGE DES LIVAUDIERES,26,21,17,83,14
0622123W,COLLEGE PRIVE NOTRE-DAME DE GRACE,19,28,46,0,22
0941025D,COLLEGE GEORGES POLITZER,21,19,21,63,0
0470811B,COLLEGE PRIVE STE CATHERINE,26,24,34,0,0
0671690Y,COLLEGE MAXIME ALEXANDRE,24,15,21,50,12
9740909V,COLLEGE JEAN ALBANY,29,43,37,123,0
0530077W,COLLEGE RENE CASSIN,12,25,11,58,0
0754506R,COLLEGE PRIVE BOSSUET-NOTRE-DAME,2,26,109,0,0
0211164B,COLLEGE ALBERT CAMUS,27,28,24,0,0
0132730X,COLLEGE PYTHEAS,18,12,12,0,13
0761338S,COLLEGE PRIVE BOBEE,34,102,51,0,0
0440224E,COLLEGE PRIVE ST MARTIN,33,48,20,0,0
0820755A,COLLEGE PRIVE SAINT-THEODARD,24,25,22,0,0
0597055Y,COLLEGE PRIVE NOTRE-DAME DE LA RENAISSANCE,30,83,76,0,0
0421659A,COLLEGE PRIVE SAINT FIRMIN,14,13,8,0,13
9730179G,COLLEGE AUGUSTE DEDE,39,52,50,80,21
9740813R,COLLEGE SIMON LUCAS,30,29,24,0,13
0141257R,COLLEGE DU VAL D'AURE,7,8,7,0,10
0620099W,COLLEGE DES 7 VALLEES,21,16,19,47,0
0692921A,COLLEGE PRIVE SAINTE MARIE LYON,68,192,208,0,25
0381903M,COLLEGE JEAN VILAR,25,9,8,59,13
0594650J,COLLEGE JACQUES PREVERT,24,35,24,0,0
0580619H,COLLEGE ANTONY DUVIVIER,4,7,14,0,0
0830012M,COLLEGE DU FENOUILLET,41,47,56,0,0
0692940W,COLLEGE PRIVE PIERRE TERMIER-SITE MONPLAISIR,20,63,118,0,0
0251587P,COLLEGE PRIVE SAINT JOSEPH,21,39,29,0,0
0351849V,COLLEGE AMAND BRIONNE,21,32,51,56,0
0741514U,COLLEGE PAUL EMILE VICTOR,54,51,38,0,14
0692696F,COLLEGE JEAN MOULIN,40,35,94,0,12
0940787V,COLLEGE NICOLAS BOILEAU,18,18,11,0,12
0601847G,COLLEGE HENRY DE MONTHERLANT,49,54,41,59,0
0921391M,COLLEGE JEAN JAURES,18,22,27,0,13
0751703U,COLLEGE JEAN-BAPTISTE POQUELIN,12,10,40,0,11
0771419Z,COLLEGE JEAN MOULIN,38,52,31,0,0
0681123B,COLLEGE HECTOR BERLIOZ,32,28,58,117,21
0753896C,COLLEGE PRIVE SAINTE-CLOTILDE,42,89,75,0,34
0762127Z,COLLEGE HENRI WALLON,11,11,2,0,0
0811061N,COLLEGE PRIVE BON SAUVEUR,14,36,39,0,12
0783295H,COLLEGE PRIVE SACRE COEUR,29,88,113,0,0
0930893R,COLLEGE ROGER MARTIN DU GARD,33,27,51,45,14
0911031B,COLLEGE DENIS DIDEROT,35,42,49,0,0
0211229X,COLLEGE MONGE,32,56,40,0,9
9711087E,COLLEGE ROCHE GRAVEE DE MOHO,16,10,2,11,16
0780116C,COLLEGE LES PLAISANCES,21,11,14,0,12
0951230W,COLLEGE EUGENIE COTTON,37,25,15,50,12
9711218X,COLLEGE GUENETTE,25,25,25,0,6
0131931D,COLLEGE THIERS,17,24,33,0,0
0410651K,COLLEGE LES PRESSIGNY,12,20,10,0,12
0061342B,COLLEGE ANDRE CAPRON,16,20,9,0,0
0840583C,COLLEGE DENIS DIDEROT,31,27,30,55,13
0680014W,COLLEGE ADELAIDE HAUTVAL,14,15,43,0,0
0692699J,COLLEGE CLAUDE BERNARD,25,36,30,0,13
0951823R,COLLEGE CHARLES FRANCOIS DAUBIGNY,18,32,24,0,10
0572689N,COLLEGE LA SOURCE,21,26,31,0,0
0690016T,COLLEGE FRANCOIS BROSSETTE,15,13,6,0,0
0400729A,"COLLEGE L,DUSSARRAT DIT LEON DES LANDES",27,28,37,0,28
0160944P,COLLEGE NOEL-NOEL,13,14,15,0,0
9730125Y,COLLEGE HENRI AGARANDE,36,28,26,126,23
0132327J,COLLEGE MIRAMARIS,11,12,19,86,0
0150018N,COLLEGE DES PORTES DU MIDI,15,8,6,0,3
0331618E,COLLEGE LEONARD LENOIR,14,14,14,0,11
0460001B,COLLEGE GEORGES POMPIDOU,7,9,18,0,0
0761777U,COLLEGE LOUISE MICHEL,11,11,13,0,0
0952045G,COLLEGE LOUIS HAYET,21,18,43,0,17
0260070K,COLLEGE PRIVE SAINTE ANNE - LA PROVIDENCE,28,39,29,0,0
0271448C,COLLEGE PRIVE JEANNE D'ARC - SAINT ANSELME,7,14,18,0,0
0720067G,COLLEGE DE BERCE,19,25,17,60,7
0490879P,COLLEGE PRIVE ST PAUL,23,39,20,0,0
0561616C,COLLEGE KERFONTAINE,19,23,36,0,0
0332494G,COLLEGE PRIVE RAMBAUD,31,44,53,0,0
0141662F,COLLEGE CHARLES LEMAITRE,17,25,11,63,0
0622264Z,COLLEGE CLAUDE DEBUSSY,23,19,34,41,12
0251949H,COLLEGE LUCIE AUBRAC,21,32,39,75,12
0271447B,COLLEGE PRIVE SAINT ADJUTOR,26,38,31,0,0
0640151S,COLLEGE PRIVE GROUPE SCOLAIRE ST VINCENT,12,22,18,0,0
0490783K,COLLEGE JEAN MERMOZ,9,20,9,0,24
0030030S,COLLEGE JEAN ZAY,11,12,11,0,10
0422136U,COLLEGE LEONARD DE VINCI,41,40,55,0,13
7200017F,COLLEGE JEAN ORABONA,20,21,43,0,0
0951636M,COLLEGE LES TOUPETS,25,13,27,0,0
0510027C,COLLEGE LUCIE AUBRAC,9,8,10,0,0
0171120A,COLLEGE HENRI DUNANT,20,30,24,88,12
0340973Y,COLLEGE JEAN JAURES,29,38,36,0,11
0940090M,COLLEGE PAUL VALERY,36,34,54,0,0
0352248D,COLLEGE VICTOR SEGALEN,23,39,55,0,0
0271047S,COLLEGE PRIVE JEANNE D'ARC,16,25,28,0,0
0251395F,COLLEGE LOU BLAZER,30,21,17,63,10
0671734W,COLLEGE KLEBER,32,37,24,47,25
0941431V,COLLEGE HENRI-ROL-TANGUY,19,30,28,0,0
0100081J,COLLEGE MARIE CURIE,39,57,49,60,8
0221513A,COLLEGE LEONARD DE VINCI,29,44,40,61,12
0080042C,COLLEGE DU BLANC MARAIS,9,13,21,60,0
0390823H,COLLEGE DES VERNAUX MARIUS DAUBIGNEY,11,19,25,0,0
0940042K,COLLEGE ADOLPHE CHERIOUX,30,21,22,0,13
0440231M,COLLEGE PRIVE STE ANNE,17,16,9,0,0
0281043G,COLLEGE JEAN MONNET,25,25,26,0,13
0350002M,COLLEGE PIERRE BROSSOLETTE,20,25,60,85,0
9740046G,COLLEGE FANNY DESJARDINS,35,36,66,0,12
0440013A,COLLEGE BELLEVUE,11,25,20,0,0
0342076X,COLLEGE DE LA PETITE CAMARGUE,46,31,49,59,0
0931381W,COLLEGE GUSTAVE COURBET,27,39,38,53,0
0772331R,COLLEGE MONTHETY,23,34,33,0,0
0340048T,COLLEGE CLEMENCE ROYER,19,33,67,0,0
0950895G,COLLEGE SIMONE VEIL,28,24,23,0,12
0510048A,COLLEGE LA SOURCE,13,25,30,0,0
9730182K,COLLEGE LA CANOPEE,40,22,14,0,17
0021518P,COLLEGE MARIE DE LUXEMBOURG,17,25,18,0,0
0360023E,COLLEGE SAINT-EXUPERY,5,3,14,0,0
0090546V,COLLEGE SABARTHES-MONTCALM,17,19,16,0,21
0921494Z,COLLEGE GAY LUSSAC,26,32,28,0,10
0121500R,COLLEGE PRIVE SAINT VIATEUR - CANAGUET,15,39,20,0,0
0380007B,COLLEGE DES SIX VALLEES,28,25,14,0,0
0421171V,COLLEGE PIERRE ET MARIE CURIE,35,61,74,0,8
0720051P,COLLEGE JULES FERRY,3,9,4,0,9
0061240R,COLLEGE CARNOT,20,14,27,0,0
9710016R,COLLEGE FELIX EBOUE,45,34,15,68,27
0470678G,COLLEGE ANDRE CROCHEPIERRE,18,16,24,46,11
0940038F,COLLEGE JEAN CHARCOT,21,27,31,0,0
0622579S,COLLEGE JEAN VILAR,27,30,27,0,0
0780845V,COLLEGE EMILE ZOLA,16,22,30,0,0
0290247L,COLLEGE PRIVE ST TREMEUR,13,16,11,0,0
0421569C,COLLEGE ARISTIDE BRIAND,17,30,13,0,13
0590055P,COLLEGE ALFRED JENNEPIN,9,8,10,0,0
0381779C,COLLEGE LES MATTONS,46,48,48,47,12
0132114C,COLLEGE PRIVE HENRI MARGALHAN,15,12,24,0,0
0501482P,COLLEGE JULES FERRY,21,16,12,37,13
0250016G,COLLEGE LOUIS BONNEMAILLE,10,5,10,0,0
9720498J,COLLEGE SUZANNE ROUSSI-CESAIRE (EX COLLEGE TROIS-ILETS),9,31,14,0,0
0595596M,COLLEGE JEAN ROSTAND,4,12,21,0,6
0762177D,COLLEGE LA HETRAIE,9,16,23,0,0
0692340U,COLLEGE HENRI LONGCHAMBON,27,23,15,61,1
0370033K,COLLEGE PIERRE DE RONSARD,28,11,10,107,24
0593475G,COLLEGE LEON BLUM,18,26,45,0,0
0720068H,COLLEGE LEON TOLSTOI,14,12,22,0,0
0331621H,COLLEGE HENRI DE NAVARRE,36,35,24,102,16
0011257L,COLLEGE DE LA DOMBES,21,37,34,0,11
0811030E,COLLEGE BELLEVUE,22,41,43,124,13
0601191U,COLLEGE DU THELLE,22,17,11,45,12
0460573Y,COLLEGE D'ORLINDE,12,12,18,0,0
0312337X,COLLEGE FORAIN FRANCOIS VERDIER,23,30,58,0,14
0841118J,COLLEGE JEAN GARCIN,26,23,56,0,0
0131706J,COLLEGE COUSTEAU (COMMANDANT),31,33,26,0,0
0942127B,COLLEGE SIMONE DE BEAUVOIR,25,23,20,0,0
0921160L,COLLEGE JEAN-BAPTISTE CLEMENT,43,28,38,0,0
0030119N,COLLEGE JULES VERNE,5,9,14,0,8
0380047V,COLLEGE DU VALLON DES MOTTES,18,15,4,0,0
0880005C,COLLEGE CHARLEMAGNE,32,26,31,35,23
0440291C,COLLEGE ILES DE LOIRE,25,31,20,0,12
0572582X,COLLEGE PIERRE MENDES-FRANCE,19,12,48,0,28
9720028Y,COLLEGE EUGENE MONA,9,6,5,0,0
0920077J,COLLEGE JEAN PERRIN,35,27,28,55,0
0331884U,COLLEGE MANON CORMIER,17,22,22,62,7
0320608M,COLLEGE SIMONE VEIL,17,13,15,0,0
0801212H,COLLEGE PRIVE LA PROVIDENCE,15,24,65,0,0
0220150U,COLLEGE PRIVE ST JOSEPH,7,6,16,0,0
0951279Z,COLLEGE LES COUTURES,26,51,34,0,0
0760049R,COLLEGE CLAUDE BERNARD,36,18,19,0,0
0382176J,COLLEGE ANNE FRANK,21,34,32,0,0
0640143H,COLLEGE PRIVE ST AMAND,9,36,33,0,0
0560166B,COLLEGE PRIVE ST JOSEPH,14,56,30,14,19
0333093H,COLLEGE LEONARD DE VINCI,22,40,91,0,0
0753978S,COLLEGE PRIVE SAINT-AMBROISE,1,13,43,0,0
0851159Y,COLLEGE PRIVE JEAN YOLE,58,105,123,57,21
0880105L,COLLEGE PRIVE SAINT LAURENT,11,14,9,0,0
0460030H,COLLEGE DU PUY D'ISSOLUD,9,12,10,0,0
0680014W,COLLEGE ADELAIDE HAUTVAL,15,41,36,0,0
0771472G,COLLEGE LE MOULIN A VENT,28,21,47,0,0
0500059T,COLLEGE JEAN GREMILLON,13,13,10,0,10
0450038X,COLLEGE GASTON COUTE,29,24,30,38,12
0420058K,COLLEGE LES CHAMPS,24,26,65,0,14
0681961M,COLLEGE BEL AIR,19,27,17,0,18
0350017D,COLLEGE DU QUERPON,13,18,22,0,0
0572493A,COLLEGE LOUIS ARMAND,7,10,11,0,0
0593171B,COLLEGE PRIVE SAINT LUC JEANNE D'ARC,40,63,109,0,11
0830955M,COLLEGE GEORGE SAND,19,12,5,0,0
0133114P,COLLEGE ROGER CARCASSONNE,18,34,51,0,13
0693046L,COLLEGE LA PERRIERE,28,35,59,0,0
0641509T,COLLEGE HENRI IV,50,40,67,0,0
0752537A,COLLEGE PAUL VALERY,20,24,25,0,5
0660019M,COLLEGE SAINT-EXUPERY,32,28,20,63,14
0741139L,COLLEGE JEAN JACQUES GALLAY,41,23,29,75,6
0320004F,COLLEGE PRIVE SAINT-CHRISTOPHE,15,14,3,0,0
0332343T,COLLEGE MONTESQUIEU,20,47,54,0,0
0271288D,COLLEGE CESAR LEMAITRE,9,13,27,0,0
0630059X,COLLEGE FRANCOIS VILLON,6,6,11,0,0
0520050X,COLLEGE LUIS ORTIZ,9,12,11,0,0
0430026V,COLLEGE BORIS VIAN,13,17,26,0,0
0762459K,COLLEGE NELSON MANDELA,25,16,33,58,12
0840069U,COLLEGE PRIVE NOTRE DAME,8,23,26,0,0
0261086P,COLLEGE EUROPA,36,21,24,0,0
0740015P,COLLEGE FRANCOIS MUGNIER,28,35,43,0,15
0772714G,COLLEGE STEPHANE HESSEL,24,31,53,0,13
0930966V,COLLEGE PRIVE ALLIANCE,11,22,22,0,0
0380050Y,COLLEGE DE L'EDIT,37,28,14,0,13
0951817J,COLLEGE PRIVE LE LUAT,12,22,7,0,0
0680111B,COLLEGE SAINT-EXUPERY,35,27,23,90,10
0580599L,COLLEGE ADAM BILLAUT,21,14,16,0,25
0931978V,COLLEGE VICTOR HUGO,24,35,15,0,0
0572170Z,COLLEGE EMILE ZOLA,16,14,22,0,0
7200017F,COLLEGE JEAN ORABONA,25,29,25,0,0
0831198B,COLLEGE PRIVE NOTRE DAME,23,41,40,0,0
0730853F,COLLEGE MARLIOZ,30,24,30,66,13
0382781S,COLLEGE SIMONE DE BEAUVOIR,20,44,47,0,13
0911444A,COLLEGE MONTESQUIEU,25,27,7,0,12
0280674F,COLLEGE PRIVE SAINT PAUL,10,12,7,0,0
0540111C,COLLEGE JACQUES CALLOT,25,16,11,0,8
0730855H,COLLEGE BISSY,14,12,29,0,14
0681267H,COLLEGE KATIA ET MAURICE KRAFFT,25,22,22,0,9
0020044M,COLLEGE QUENTIN DE LA TOUR,9,12,6,0,0
0021686X,COLLEGE FROEHLICHER,19,22,23,0,0
0132325G,COLLEGE CAMPRA,19,22,31,0,13
0790710T,COLLEGE FRANCOIS RABELAIS,23,20,37,90,10
0840028Z,COLLEGE CHARLES DOCHE,20,17,38,0,14
0595656C,COLLEGE CAMILLE CLAUDEL,11,12,18,0,11
0421044G,COLLEGE PRIVE SAINT JOSEPH,15,11,7,0,0
0781862A,COLLEGE LES NENUPHARS,17,31,35,0,0
0280994D,COLLEGE PRIVE ST PIERRE ST PAUL,18,56,111,20,0
0670105A,COLLEGE LEZAY MARNESIA,29,20,25,55,12
0401066S,COLLEGE DANIELLE MITTERRAND,24,28,35,0,7
0931201A,COLLEGE PAUL BERT,31,38,31,0,13
0291868Y,COLLEGE PRIVE STE ANNE,14,35,130,0,0
0840007B,COLLEGE JOSEPH ROUMANILLE,30,20,33,0,0
7200020J,COLLEGE PH PESCETTI,10,17,28,11,0
0350896J,COLLEGE JEAN CHARCOT,14,12,40,0,11
0772247Z,COLLEGE GEORGE SAND,25,18,19,0,13
0270040X,COLLEGE VICTOR HUGO,14,12,17,0,12
0160029V,COLLEGE ALFRED RENOLEAU,23,30,21,0,12
0251129S,COLLEGE PIERRE VERNIER,21,23,39,0,0
0331620G,COLLEGE CAMILLE CLAUDEL,43,57,100,0,15
0572922S,COLLEGE PRIVE ANTOINE GAPP,54,59,32,0,0
0920881H,COLLEGE HENRI BERGSON,20,37,43,0,10
0681368T,COLLEGE CHARLES WALCH,29,18,20,98,22
0291104T,COLLEGE PIERRE MENDES FRANCE,11,14,16,0,12
0700045U,COLLEGE ALBERT JACQUARD,40,41,55,58,12
0672899M,COLLEGE PRIVE INSTITUTION NOTRE DAME,11,23,59,0,0
0870032M,COLLEGE ARSENE BONNEAUD,11,20,20,0,0
0700056F,COLLEGE PRIVE SAINT COLOMBAN,18,19,15,0,0
0593234V,COLLEGE ALBERT BALL,39,28,48,0,0
0480032Z,COLLEGE PRIVE SAINT-PRIVAT,18,36,7,0,0
0771993Y,COLLEGE GEORGES BRASSENS,23,15,22,0,0
0752546K,COLLEGE CAMILLE SEE,13,35,96,0,10
0771620T,COLLEGE NICOLAS FOUQUET,46,31,31,0,13
0752523K,COLLEGE MONTGOLFIER,18,24,23,0,0
0610033E,COLLEGE EMILE CHARTIER,24,21,25,57,12
0951508Y,COLLEGE PRIVE NOTRE-DAME,15,50,66,0,0
0800002T,COLLEGE MILLEVOYE,32,33,46,63,14
0450006M,COLLEGE FREDERIC BAZILLE,37,21,34,0,12
0390022M,COLLEGE ARISTIDE BRIAND,16,31,35,0,12
0011429Y,COLLEGE CHARTREUSE DE PORTES,30,43,39,0,0
0470102F,COLLEGE PAUL FROMENT,10,19,16,0,0
0641657D,COLLEGE PRIVE ST JOSEPH,26,36,38,0,0
0451069T,COLLEGE LE CLOS FERBOIS,23,29,34,0,0
0771478N,COLLEGE ARTHUR RIMBAUD,16,16,5,79,13
0421049M,COLLEGE PRIVE SAINT JEAN,16,17,3,0,0
9710023Y,COLLEGE BEBEL,26,23,14,59,26
0590164H,COLLEGE JEAN ZAY,7,7,10,0,11
0020024R,COLLEGE ANNE DE MONTMORENCY,19,21,13,24,7
0410768M,COLLEGE JEAN EMOND,28,25,23,92,12
0391002C,COLLEGE PRIVE NOTRE DAME DE MONT ROLAND,30,44,47,69,6
0130007M,COLLEGE JAS DE BOUFFAN,7,16,17,123,0
0470061L,COLLEGE PRIVE ADELE DE TRENQUELLEON,30,38,28,0,10
0941037S,COLLEGE LOUIS PASTEUR,31,31,12,0,0
0312700S,COLLEGE JEAN DIEUZAIDE,32,47,95,0,15
0381706Y,COLLEGE PRIVE SAINT BRUNO,35,57,34,0,15
0593231S,COLLEGE ALBERT SCHWEITZER,45,29,37,47,0
0611220V,COLLEGE RENE GOSCINNY,8,12,11,0,0
0510026B,COLLEGE DE LA BRIE CHAMPENOISE,15,14,17,0,0
0010938P,COLLEGE LES COTES,31,29,29,99,8
0031010G,COLLEGE VICTOR HUGO,16,14,21,0,0
0692921A,COLLEGE PRIVE SAINTE MARIE LYON,36,139,256,0,25
0692898A,COLLEGE RENE CASSIN,31,15,36,0,11
0400096M,COLLEGE JEAN MOULIN,19,24,12,109,12
0950896H,COLLEGE NICOLAS FLAMEL,27,27,18,53,10
0220167M,COLLEGE PRIVE NOTRE DAME DE LA CLARTE,6,13,17,0,0
0170048K,COLLEGE BERNARD ROUSSILLON,7,4,7,0,0
0831391L,COLLEGE GUY DE MAUPASSANT,27,41,46,0,0
0620119T,COLLEGE PIERRE ET MARIE CURIE,27,28,25,62,0
0451499K,COLLEGE L ORBELLIERE,23,24,42,0,12
0190568P,COLLEGE GAUCELM FAIDIT,20,16,15,0,0
9741237B,COLLEGE QUARTIER FRANCAIS LUCET LANGEN,44,42,43,0,11
0890009B,COLLEGE PARC DES CHAUMES,10,16,19,0,0
9730192W,COLLEGE LEO OTHILY,23,16,4,48,18
0922578C,COLLEGE GEORGES SEURAT,32,35,44,0,0
0340899T,COLLEGE PRIVE SAINTE-MARIE LA SALLE,14,53,49,0,0
0931844Z,COLLEGE PRIVE CHARLES PEGUY,14,28,40,0,0
0740034K,COLLEGE HENRI CORBET,28,48,13,0,0
0941221S,COLLEGE ALBERT CAMUS,51,48,39,0,0
0520049W,COLLEGE ANNE FRANK,18,16,8,69,11
0150729L,COLLEGE LA PONETIE,26,21,40,42,22
0951920W,COLLEGE FRANCOIS TRUFFAUT,11,13,7,0,9
0080016Z,COLLEGE MARIE-HELENE CARDOT,23,16,10,0,0
0595399Y,COLLEGE PRIVE NOTRE-DAME DE GRACE,24,38,71,0,0
0550014S,COLLEGE ROBERT AUBRY,20,12,23,34,0
0672128Z,COLLEGE JEAN MONNET,23,18,31,0,13
0595758N,COLLEGE ETIENNE DOLET,28,39,24,0,12
0760050S,COLLEGE JULES VALLES,21,15,10,0,0
0690597Z,COLLEGE PRIVE PIERRE TERMIER - SITE MONTCHAT,14,29,32,0,0
0596846W,COLLEGE PRIVE SACRE COEUR - SAINT THOMAS,46,65,70,0,0
9720513A,COLLEGE EMMANUEL SALDES,12,8,4,54,21
0771760V,COLLEGE MADAME DE LA FAYETTE,19,16,19,0,13
0291874E,COLLEGE PRIVE ST SEBASTIEN,39,52,53,0,11
0840664R,COLLEGE JULES VERNE,33,25,18,63,15
0342130F,COLLEGE PIERRE DELEY,19,18,13,0,12
0730984Y,COLLEGE PAUL MOUGIN,11,10,11,0,0
0930898W,COLLEGE MADAME DE SEVIGNE,32,26,29,0,12
0211357L,COLLEGE JEAN PHILIPPE RAMEAU,25,26,23,0,0
0911032C,COLLEGE PIERRE MENDES FRANCE,15,28,32,0,0
0910057T,COLLEGE JEAN MOULIN,26,29,30,0,0
0681957H,COLLEGE PIERRE PFLIMLIN,22,20,25,0,2
9710028D,COLLEGE MAXIMILIEN VRECORD,16,17,19,0,5
0750610F,COLLEGE JULES VERNE,16,20,32,0,10
0680133A,COLLEGE PRIVE INSTITUT DE L'ASSOMPTION,23,26,53,0,0
9720776L,COLLEGE PRIVE ADVENTISTE RAMA,43,27,22,0,0
0922610M,COLLEGE GEORGES MANDEL,15,27,52,0,0
0550024C,COLLEGE BUVIGNIER,16,20,20,0,23
0720984D,COLLEGE PRIVE ST JOSEPH,36,29,70,0,0
0351785A,COLLEGE PRIVE STE MARIE,53,85,73,0,0
0891043A,COLLEGE JEAN BERTIN,22,31,28,0,8
0450034T,COLLEGE GUILLAUME DE LORRIS,19,27,27,0,12
0150020R,COLLEGE MARCELLIN BOULE,5,5,16,0,0
0801512J,COLLEGE DE PONTHIEU,36,33,28,65,26
0622806N,COLLEGE MAXENCE VAN DER MEERSCH,16,23,20,0,7
0752901W,COLLEGE PRIVE SAINTE-ELISABETH,4,27,55,0,8
0622136K,COLLEGE PRIVE SAINT JOSEPH,14,18,35,0,0
0290262C,COLLEGE PRIVE ST JOSEPH,12,20,36,0,0
