code,nom_de_l_etablissement,nb_mentions_ab_g,nb_mentions_b_g,nb_mentions_tb_g,nombre_eleves_segpa,nombre_eleves_ulis
0251080N,COLLEGE DIDEROT,25,23,18,63,12
0840069U,COLLEGE PRIVE NOTRE DAME,14,22,17,0,0
0660051X,COLLEGE ALBERT CAMUS,19,18,17,0,0
0692339T,COLLEGE GEORGES CLEMENCEAU,34,33,34,61,10
0692932M,COLLEGE PRIVE CHEVREUL,13,33,116,0,9
0921783N,COLLEGE MICHELET,22,47,60,0,0
0641413N,COLLEGE DES LAVANDIERES,23,30,36,0,13
0752317L,COLLEGE CLAUDE DEBUSSY,7,12,80,0,0
0572170Z,COLLEGE EMILE ZOLA,8,12,18,0,0
0932043R,COLLEGE PRIVE CHNE OR,12,12,12,0,0
0572348T,COLLEGE PAUL VERLAINE,9,15,64,30,13
0770048J,COLLEGE EMILE CHEVALLIER,17,13,18,0,0
0610709P,COLLEGE PRIVE NOTRE-DAME,15,11,14,0,0
0692417C,COLLEGE BORIS VIAN,26,20,12,0,12
0382506T,COLLEGE SONIA DELAUNAY,21,24,23,0,13
0790945Y,COLLEGE GEORGES CLEMENCEAU,19,11,11,59,15
0441934N,COLLEGE PRIVE CHAVAGNES,2,30,91,0,0
0910714G,COLLEGE ALBERT CAMUS,19,13,23,0,0
0131712R,COLLEGE ARC DE MEYRAN,29,38,72,90,0
0921394R,COLLEGE ANDRE DOUCET,16,22,22,43,12
0751790N,COLLEGE PIERRE ALVISET,12,13,112,0,10
0851195M,"COLLEGE F,ET I,JOLIOT-CURIE",13,24,9,0,0
0060032C,COLLEGE SEGURANE,36,35,31,0,0
0332244K,COLLEGE FRANCOIS MAURIAC,20,48,71,0,0
0491930G,COLLEGE PRIVE ST LOUIS,52,65,41,42,0
0100019S,COLLEGE DE LA VILLENEUVE,13,27,27,38,10
0560128K,COLLEGE PRIVE ST JOSEPH,16,19,19,0,0
0622134H,COLLEGE PRIVE SAINT DRUON,45,71,64,0,0
0540008R,COLLEGE JULES FERRY,21,30,23,0,0
0380356F,COLLEGE JULES VALLES,21,15,21,0,14
0550759B,COLLEGE SAINT EXUPERY,27,29,35,0,12
0692346A,COLLEGE PIERRE DE RONSARD,27,37,43,0,0
0301245R,COLLEGE LOU CASTELLAS,39,39,48,59,12
0160894K,COLLEGE PIERRE MENDES-FRANCE,23,27,39,0,12
0410593X,COLLEGE BLOIS-VIENNE,30,35,45,58,12
0340883A,COLLEGE PRIVE SAINT ROCH,24,30,33,0,11
0951993A,COLLEGE MARTIN LUTHER KING,28,17,8,0,12
0940552P,COLLEGE LE PARC,17,20,117,0,0
0700785Y,COLLEGE JEAN MACE,20,32,48,0,9
0460594W,COLLEGE LE PUY D'ALON,14,11,18,0,10
0641653Z,"COLLEGE PRIVE IMMAC,CONCEPT,BEAU FRENE",24,30,88,0,15
0270007L,COLLEGE SIMONE VEIL,30,37,40,0,0
0520050X,COLLEGE LUIS ORTIZ,17,20,11,0,0
0070849K,COLLEGE DES DEUX VALLEES,11,16,18,0,0
0762086E,COLLEGE JEAN MALAURIE,15,30,36,0,0
9720411P,COLLEGE DE TARTENSON,23,30,43,0,20
0340086J,COLLEGE FREDERIC BAZILLE,38,47,68,0,10
0380026X,COLLEGE LIERS ET LEMPS,42,40,15,0,0
0572358D,COLLEGE LA GRANDE SAULE,14,13,25,0,0
0180745M,COLLEGE ROGER MARTIN DU GARD,13,12,8,0,0
0762290B,COLLEGE CAMILLE SAINT-SAENS,16,15,36,0,0
0780569V,COLLEGE LA VAUCOULEURS,31,40,17,51,12
9740546A,COLLEGE MARCEL GOULETTE,45,31,40,0,22
0260003M,COLLEGE MARC SEIGNOBOS,33,26,54,0,10
0922645A,COLLEGE LES CHAMPS PHILIPPE,34,26,29,0,12
0133016H,COLLEGE LOUIS LEPRINCE RINGUET,44,38,30,0,6
0592917A,COLLEGE PRIVE JEANNE D'ARC,26,46,74,0,0
0596059R,COLLEGE JULES FERRY,36,33,24,49,12
0831306U,COLLEGE PRIVE SAINTE MARTHE,10,32,29,0,0
0540078S,COLLEGE LOUIS MARIN,13,11,23,0,0
0941600D,COLLEGE LOUIS BLANC,23,29,77,0,0
0060019N,"COLLEGE VALLEES DU PAILLON - R, CARLES",34,49,31,54,21
0070011Z,COLLEGE CHARLES DE GAULLE,34,36,35,0,14
9730083C,COLLEGE GERARD HOLDER,79,50,33,103,10
0593152F,COLLEGE PRIVE CARDINAL LIENART,6,8,3,0,0
0631086N,COLLEGE PRIVE FRANC ROSIER,40,49,20,0,0
0590142J,COLLEGE MARGUERITE YOURCENAR,9,14,29,0,0
0131370U,COLLEGE PRIVE BELSUNCE,15,4,4,0,0
0752539C,COLLEGE CLAUDE MONET,18,19,55,0,12
0660864F,COLLEGE FRANCOIS MITTERRAND,67,51,70,0,0
0061824A,COLLEGE GUILLAUME VENTO,22,27,22,59,12
0441928G,COLLEGE PRIVE ST JOSEPH,54,77,50,0,0
0921018G,COLLEGE PRIVE NOTRE-DAME,26,39,77,0,0
0593227M,COLLEGE DU LAZARO,28,28,62,0,0
0141257R,COLLEGE DU VAL D'AURE,10,6,3,0,10
0831424X,COLLEGE PRIVE ASSOMPTION,18,32,29,0,0
0440188R,COLLEGE PRIVE IMMACULEE CONCEPTION- LA SALLE,38,61,30,0,0
0693479G,COLLEGE CITE SCOLAIRE INTERNATIONALE,18,55,106,0,0
0160116P,COLLEGE ELISEE MOUSNIER,17,19,36,0,0
0781662H,COLLEGE PRIVE SAINT FRANCOIS D'ASSISE,29,58,138,60,0
0210025N,COLLEGE HENRI DUNANT,18,18,8,0,0
9710030F,COLLEGE ALEXANDRE MACAL,23,28,21,0,0
0672197Z,COLLEGE TOMI UNGERER,15,5,21,0,0
0921162N,COLLEGE LES VALLEES,22,34,49,0,11
0160106D,COLLEGE RENE CASSIN,13,21,14,62,11
0421068H,COLLEGE LE BOIS DE LA RIVE,24,32,48,0,13
0450109Z,COLLEGE PRIVE ASSOMPTION ST MARC-ST AIGNAN,23,21,26,0,11
0342078Z,COLLEGE DES SALINS,27,22,50,0,0
0371191U,COLLEGE LE PUITS DE LA ROCHE,19,9,10,0,0
0911185U,COLLEGE PARC DE VILLEROY,60,70,48,65,14
0921235T,COLLEGE LES MARTINETS,33,39,63,0,0
0952145R,COLLEGE PRIVE PAUL RICOEUR,24,29,13,0,0
0132313U,COLLEGE STEPHANE MALLARME,17,11,5,0,0
0331759H,COLLEGE CHANTE CIGALE,33,56,68,75,12
0171159T,COLLEGE MARC JEANJEAN,16,14,11,0,9
0781789W,COLLEGE J-FRANCOIS CHAMPOLLION,12,26,25,0,12
0561840W,COLLEGE PRIVE NOTRE DAME,22,28,35,0,0
0790704L,COLLEGE VOLTAIRE,11,21,16,0,0
0141166S,COLLEGE PRIVE SAINT-MICHEL,18,6,5,0,0
0710025S,COLLEGE LOUIS PERGAUD,14,10,24,0,0
0030001K,COLLEGE JEAN BAPTISTE DESFILHES,18,20,17,0,0
0141258S,COLLEGE DUMONT D'URVILLE,24,16,11,0,10
0690070B,COLLEGE MONT SAINT RIGAUD,7,9,11,0,0
0352030S,COLLEGE MORVAN LEBESQUE,18,26,36,0,12
0311236A,COLLEGE PIERRE DE FERMAT,37,34,119,0,0
0320562M,COLLEGE SALINIS,16,14,31,45,0
0592713D,COLLEGE GUILLEMINOT,15,25,32,0,0
0330106L,COLLEGE FRANCOIS MITTERRAND,22,27,30,0,14
0110052X,COLLEGE PRIVE SAINT-JOSEPH DE CLUNY,10,9,2,0,11
0290304Y,COLLEGE PRIVE NOTRE DAME DE PENHORS,7,15,12,0,0
0080910W,COLLEGE TURENNE,12,11,11,0,0
0750591K,COLLEGE HENRI MATISSE,22,23,51,0,9
0572811W,COLLEGE CHARLEMAGNE,20,24,30,0,0
0421565Y,COLLEGE PRIVE JOSEPH COLLARD,31,62,71,0,0
0622793Z,COLLEGE DAVID MARCELLE,24,17,19,55,0
0693243A,COLLEGE PRIVE LA XAVIERE,18,53,88,0,0
0190006D,COLLEGE AMEDEE BISCH,5,12,15,0,13
0011275F,COLLEGE THOMAS RIBOUD,21,21,13,0,9
0910009R,COLLEGE LOUIS PASTEUR,37,40,72,63,12
0870001D,COLLEGE JEAN BAPTISTE CAMILLE COROT,36,32,35,0,0
0440015C,COLLEGE JACQUES PREVERT,22,18,20,0,0
0890977D,COLLEGE JACQUES PREVERT,14,16,14,58,0
9720470D,COLLEGE EDOUARD GLISSANT,29,32,32,72,8
0370887N,COLLEGE JULES ROMAINS,24,44,39,0,0
0780210E,COLLEGE ST EXUPERY,19,19,42,0,14
0341276C,COLLEGE LOUIS GERMAIN,30,35,35,0,0
0120092K,COLLEGE PRIVE SAINT-JOSEPH,4,17,15,0,4
0061006L,COLLEGE HENRI MATISSE,33,36,131,0,0
0421684C,COLLEGE ALBERT THOMAS,13,11,20,0,0
0210034Y,COLLEGE LOUIS PASTEUR,10,13,19,24,9
0290045S,COLLEGE MESCOAT,37,57,83,56,0
0593244F,COLLEGE PHILIPPE DE COMMYNES,14,21,23,39,13
0670014B,COLLEGE DES RACINES ET DES AILES,14,19,28,0,7
0030860U,COLLEGE MARIE CURIE,28,30,17,92,0
0421570D,COLLEGE LES BRUNEAUX,12,14,7,60,0
0070086F,COLLEGE PRIVE SAINT JOSEPH EN VAL D'AY,17,27,4,0,0
0753206C,COLLEGE PRIVE SINAI,8,11,17,0,0
0381905P,COLLEGE MARCEL CHENE,25,36,44,39,0
0311112R,COLLEGE HENRI DE TOULOUSE-LAUTREC,31,26,26,58,17
0490851J,COLLEGE PRIVE DOM SORTAIS,33,64,35,0,0
0410566T,COLLEGE CLEMENT JANEQUIN,17,17,17,50,12
0541567K,COLLEGE LA PLANTE GRIBE,19,15,27,0,0
0931211L,COLLEGE MARAIS DE VILLIERS,15,20,15,0,0
0692945B,COLLEGE PRIVE IMMACULEE CONCEPTION,23,60,70,0,0
0911015J,COLLEGE PRIVE JEANNE D ARC,16,21,48,0,0
0133992U,COLLEGE LOUIS PHILIBERT,11,37,44,0,0
0900351T,COLLEGE SIMONE SIGNORET,16,15,15,85,0
0352541X,COLLEGE THEODORE MONOD,28,34,41,0,12
0120028R,COLLEGE DENYS PUECH,7,6,10,0,0
0761952J,COLLEGE FRANCIS YARD,41,34,43,0,12
0350878P,COLLEGE PRIVE DE L'HERMINE,17,20,22,0,0
0490871F,COLLEGE PRIVE LE SACRE COEUR,13,16,3,0,0
0692343X,COLLEGE ELSA TRIOLET,44,25,17,64,13
0291227B,COLLEGE PRIVE ST AUGUSTIN,16,16,14,0,10
0442691L,COLLEGE AGNES VARDA,39,44,39,0,12
0751791P,COLLEGE CONDORCET,18,18,141,0,9
0060085K,COLLEGE INTERNATIONAL JOSEPH VERNIER,25,31,21,0,0
0720040C,COLLEGE AMBROISE PARE,21,27,28,0,0
0771992X,COLLEGE LA MAILLIERE,26,36,49,0,0
9720495F,COLLEGE TRIANON,13,6,7,0,0
0952036X,COLLEGE HENRI MATISSE,29,28,12,0,11
9741188Y,COLLEGE BOIS DE NEFLES,31,34,38,0,12
0860040B,COLLEGE JARDIN DES PLANTES,8,25,61,0,0
0132908R,COLLEGE PRIVE YAVNE,15,18,9,0,0
0595656C,COLLEGE CAMILLE CLAUDEL,14,12,13,0,11
0500052K,COLLEGE LE MOULIN DE HAUT,13,11,7,0,0
0592907P,COLLEGE PRIVE SAINT MICHEL,38,32,15,0,12
0810125W,COLLEGE LOUIS PASTEUR,24,39,33,59,12
0801212H,COLLEGE PRIVE LA PROVIDENCE,19,32,70,0,0
0740018T,COLLEGE LOUIS ARMAND,30,36,72,0,0
0594881K,COLLEGE MARTHA DESRUMAUX,5,10,20,0,0
0400033U,COLLEGE MARIE CURIE,16,12,22,0,0
0791014Y,COLLEGE PRIVE NOTRE DAME,25,45,39,0,0
0601178E,COLLEGE ANATOLE FRANCE,28,34,34,58,13
0160024P,COLLEGE ELISABETH ET ROBERT BADINTER,25,26,40,0,0
9741323V,COLLEGE BEAUSEJOUR,35,34,36,0,0
0410714D,COLLEGE JOSEPH PAUL-BONCOUR,26,25,19,56,12
0730022C,COLLEGE BEATRICE DE SAVOIE,18,23,37,0,15
0371210P,COLLEGE BALZAC,39,31,32,45,0
0541339M,COLLEGE PRIVE SAINT LEON IX,7,71,77,0,0
0932301W,COLLEGE HENRI IV,32,38,38,0,0
0332746F,COLLEGE EMILE COMBES,23,34,45,0,0
0851304F,COLLEGE AUGUSTE ET JEAN RENOIR,24,30,37,48,13
0752874S,COLLEGE PRIVE ECOLE ALSACIENNE,13,32,118,0,0
0931705Y,COLLEGE PRIVE FRANCOISE CABRINI,27,53,85,0,0
0301209B,COLLEGE LES FONTAINES,36,50,47,0,0
0692346A,COLLEGE PIERRE DE RONSARD,31,36,52,0,0
0160029V,COLLEGE ALFRED RENOLEAU,19,18,17,0,12
0140049C,COLLEGE CLEMENT MAROT,12,30,55,0,0
0160864C,COLLEGE CLAUDE BOUCHER,19,22,19,53,0
0781695U,COLLEGE LES SAULES,21,24,20,55,0
0501302U,COLLEGE PIERRE AGUITON,27,28,22,0,0
0351997F,COLLEGE PRIVE SAINTE-JEANNE-D'ARC LA SALLE,29,35,30,0,0
0100011H,COLLEGE JEAN MOULIN,20,18,11,0,0
0470105J,COLLEGE THEOPHILE DE VIAU,45,35,53,57,12
0650838H,COLLEGE PIERRE MENDES FRANCE,19,33,35,40,13
0720081X,COLLEGE ALAIN-FOURNIER,18,13,16,0,0
0622572J,COLLEGE JEAN JAURES,52,25,7,46,0
0520026W,COLLEGE LES VIGNES DU CREY,17,13,18,0,0
0831196Z,COLLEGE PRIVE SAINTE MARIE,35,43,51,41,0
0330064R,COLLEGE ALIENOR D AQUITAINE,15,18,21,0,14
0420003A,COLLEGE DU PILAT,4,11,24,0,0
0490957Z,COLLEGE LA VENAISERIE,25,29,36,0,12
0931223Z,COLLEGE GUSTAVE COURBET,34,23,26,46,24
0331507J,COLLEGE PRIVE ST JOSEPH,24,61,74,0,0
0800039H,COLLEGE JOLIOT CURIE,10,11,16,0,0
0720058X,COLLEGE GABRIEL GOUSSAULT,16,18,22,0,0
0672078V,COLLEGE EUROPE,30,37,41,41,10
0290068S,COLLEGE LA TOUR D'AUVERGNE,21,31,57,0,13
9720066P,COLLEGE PRIVE NOTRE DAME DE LA DELIVRANDE,20,5,12,0,0
0780512H,COLLEGE PHILIPPE DE CHAMPAIGNE,14,27,46,0,7
0190780V,OGEC EDMOND MICHELET BOSSUET,22,37,27,31,0
0440023L,COLLEGE CHANTENAY,32,31,88,59,24
0870771R,COLLEGE BERNART DE VENTADOUR,25,37,35,64,12
0400072L,COLLEGE PRIVE ST JEAN BOSCO,10,8,11,0,0
0190059L,OGEC EDMOND MICHELET COLLEGE NOTRE DAME JEANNE D'ARC,8,23,68,0,0
0750550R,COLLEGE LUCIE FAURE,24,12,19,0,0
0950758H,COLLEGE PRIVE NOTRE-DAME,11,36,36,0,0
0721655H,COLLEGE PRIVE STE THERESE ST JOSEPH,9,14,6,0,0
0190019T,COLLEGE ALBERT THOMAS,10,18,24,0,9
0860772X,COLLEGE PRIVE LA CHAUME-LA SALLE,22,32,23,0,0
0851191H,COLLEGE PRIVE ST JOSEPH,62,63,65,0,12
0595388L,COLLEGE PRIVE RENE BONPAIN,18,10,7,0,0
0851163C,COLLEGE PIERRE MENDES FRANCE,13,9,14,0,0
0301209B,COLLEGE LES FONTAINES,39,34,41,0,0
0500071F,COLLEGE TANCREDE DE HAUTEVILLE,19,13,14,0,0
0401066S,COLLEGE DANIELLE MITTERRAND,28,32,24,0,7
0451449F,COLLEGE LA SOLOGNE,19,26,35,0,0
0623016S,COLLEGE PIERRE BROSSOLETTE,3,13,20,0,9
0020473D,COLLEGE PRIVE ST JEAN LA CROIX,30,78,75,0,0
0141167T,COLLEGE PRIVE INSTITUTION SAINTE TRINITE,13,8,6,0,0
0180033N,COLLEGE MARGUERITE AUDOUX,7,9,5,0,0
0301721H,COLLEGE JEAN-LOUIS TRINTIGNANT,21,20,39,0,12
0911027X,COLLEGE MICHEL RICHARD DELALANDE,31,14,10,57,0
0100664T,COLLEGE PAUL LANGEVIN,34,32,50,0,0
0840738W,COLLEGE ALPHONSE TAVAN,27,6,17,0,9
0290320R,COLLEGE LA TOURELLE,12,26,33,0,0
0622239X,COLLEGE JEAN DE SAINT AUBERT,11,14,12,0,0
0291875F,COLLEGE PRIVE ST FRANCOIS-NOTRE DAME,48,62,77,55,0
0430034D,COLLEGE DE LA LIONCHERE,8,10,11,0,0
0110666P,COLLEGE LE BASTION,19,31,45,0,29
0692342W,COLLEGE ALAIN,34,28,16,60,13
0290131K,COLLEGE SAINT-POL ROUX,10,17,18,0,14
0590050J,COLLEGE JOSQUIN DES PRES,22,23,14,46,12
0061694J,COLLEGE L'ARCHET,31,50,62,0,25
0601501F,COLLEGE PRIVE SEVIGNE,11,29,25,0,0
0660007Z,COLLEGE IRENE JOLIOT-CURIE,16,11,21,0,0
0640036S,COLLEGE PIERRE JELIOTE,13,7,26,0,0
0930903B,COLLEGE PRIVE NOTRE DAME DES VERTUS,16,45,23,0,0
0211137X,COLLEGE CAMILLE CLAUDEL,45,72,57,0,9
0400077S,COLLEGE PRIVE ST JOSEPH,9,14,11,0,0
0593180L,COLLEGE ANTOINE DE SAINT EXUPERY,30,35,68,44,12
0542418K,COLLEGE THEODORE MONOD,35,32,36,62,0
0641702C,COLLEGE PRIVE IKASTOLA XALBADOR,19,23,25,0,11
0383370G,COLLEGE AIME CESAIRE,30,25,30,0,0
0911039K,COLLEGE PAUL ELUARD,59,40,36,0,10
9710029E,COLLEGE COURBARIL,8,12,11,0,0
0572814Z,COLLEGE CHARLES HERMITE,21,14,23,0,22
0830833E,COLLEGE PAUL CEZANNE,23,33,32,0,0
0921239X,COLLEGE JEAN RENOIR,22,19,45,56,0
0741665H,COLLEGE KARINE RUBY,26,33,39,55,13
0291873D,COLLEGE PRIVE ST JOSEPH,30,35,54,0,0
0500039W,COLLEGE ANDRE MALRAUX,23,23,31,53,12
0221747E,COLLEGE PRIVE ST JOSEPH,15,24,20,0,11
0350887Z,COLLEGE PRIVE NOTRE DAME,7,26,11,0,0
0131712R,COLLEGE ARC DE MEYRAN,29,39,65,90,0
9730483M,COLLEGE JOSEPH HO TEN YOU,13,16,8,0,18
9760008E,COLLEGE DE LABATTOIR-BOUENI M TITI,56,41,18,84,4
0610031C,COLLEGE LOUIS GRENIER,11,15,19,0,13
0672131C,COLLEGE HENRI MECK,17,14,31,0,13
0330128K,COLLEGE HENRI BRISSON,26,40,45,0,0
0291878J,COLLEGE PRIVE STE THERESE,32,44,75,0,14
0910042B,COLLEGE JEAN ZAY,31,30,41,64,12
0132204A,COLLEGE PONT DE VIVAUX,23,7,14,0,15
9720470D,COLLEGE EDOUARD GLISSANT,28,23,28,72,8
0301670C,COLLEGE FREDERIC DESMONS,36,31,37,9,0
0180586P,COLLEGE IRENE JOLIOT-CURIE,24,20,25,0,9
0590091D,COLLEGE LILI KELLER-ROSENBERG,26,24,25,29,0
0640119G,COLLEGE PRIVE URSUYA,16,20,28,0,0
0640073G,COLLEGE REINE SANCIE,7,4,17,0,0
0500068C,COLLEGE SAINT EXUPERY,8,12,7,39,0
0440196Z,COLLEGE PRIVE STE ANNE,15,13,12,0,0
0260096N,COLLEGE PRIVE ANNE CARTIER,28,37,29,0,0
0594392D,COLLEGE PABLO NERUDA,18,10,21,0,0
0781298M,COLLEGE CLAGNY,13,14,28,0,10
0781298M,COLLEGE CLAGNY,13,17,19,0,10
0721086P,COLLEGE WILBUR WRIGHT,22,20,19,0,12
0440221B,COLLEGE PRIVE ST MICHEL,32,53,34,0,0
0351796M,COLLEGE EMILE ZOLA,18,25,57,0,0
0922143E,COLLEGE YVES DU MANOIR,6,11,36,0,0
0380356F,COLLEGE JULES VALLES,12,18,26,0,14
0301656M,COLLEGE CLAUDIE HAIGNERE,37,32,55,0,11
0240117X,COLLEGE JEAN ROSTAND,28,29,33,0,10
0831115L,COLLEGE MARCEL PAGNOL,13,18,11,0,11
0660846L,COLLEGE PRIVE SAINT PIERRE DE LA MER,16,22,42,0,0
0630016A,COLLEGE ANTOINE GRIMOALD MONNET,17,21,34,0,10
0622434J,COLLEGE ROGER SALENGRO,21,28,29,0,6
9760314M,COLLEGE DE KAWENI 2,45,43,16,0,11
0132496T,COLLEGE HONORE DAUMIER,20,17,14,0,0
0561409C,COLLEGE DE KERDURAND,33,39,36,0,0
0421679X,COLLEGE LE PORTAIL ROUGE,26,23,44,0,22
0541329B,COLLEGE CHARLES GUERIN,16,15,35,124,11
0541339M,COLLEGE PRIVE SAINT LEON IX,21,56,72,0,0
0330084M,COLLEGE TOULOUSE LAUTREC,22,40,35,95,14
0810960D,COLLEGE JEAN JAURES,29,21,33,0,13
0790021U,COLLEGE DE L'ORANGERIE,16,6,11,0,10
0672765S,COLLEGE GALILEE,26,38,31,0,0
0291635V,COLLEGE HERSART DE LA VILLEMARQUE,22,37,47,64,0
0442728B,COLLEGE MARCELLE BARON,30,42,43,0,12
0133986M,ETABLISSEMENT PRIVE IBN KHALDOUN,7,11,38,0,0
0441616T,COLLEGE JULIEN LAMBOT,25,27,14,62,12
0594411Z,COLLEGE MOULIN BLANC,20,26,44,39,12
0800027V,COLLEGE JULES ROY,10,7,19,0,12
0300062E,COLLEGE CAPOUCHINE,19,18,16,0,21
0120878P,COLLEGE MARCEL AYMARD,61,60,65,51,9
0671593T,COLLEGE LOUISE WEISS,32,28,22,0,12
0500148P,COLLEGE PRIVE IMMACULEE CONCEPTION,8,14,4,0,0
0670011Y,COLLEGE DU BERNSTEIN,15,26,23,0,8
0730791N,COLLEGE PRIVE CATHOLIQUE LAMARTINE,32,26,40,0,0
0410773T,COLLEGE PRIVE NOTRE DAME,8,13,3,0,0
0951506W,COLLEGE PRIVE N-DAME DE LA COMPASSION,29,52,79,0,9
0631479R,COLLEGE JEAN ROSTAND,34,43,72,0,16
0810043G,COLLEGE EUSTACHE DE BEAUMARCHAIS,14,11,9,0,0
0560034H,COLLEGE MICHEL LOTTE,6,11,11,0,0
0573269U,COLLEGE CHARLES DE GAULLE,41,40,37,0,13
0951400F,COLLEGE MAUBUISSON,26,28,24,0,12
0160867F,COLLEGE JEAN ROSTAND,19,24,22,0,0
0912276E,COLLEGE GERMAINE TILLION,18,24,28,0,13
0381908T,COLLEGE LE VERGERON,17,14,35,27,16
0560044U,COLLEGE JEAN-LOUP CHRETIEN,22,14,33,69,10
0753896C,COLLEGE PRIVE SAINTE-CLOTILDE,36,74,99,0,34
0390961H,COLLEGE LES LOUATAUX,24,28,38,0,0
0290056D,COLLEGE DE LA BAIE DU KERNIC - LOUIS ET MARIE FICHEZ,9,13,10,0,0
0312307P,COLLEGE LEONARD DE VINCI,19,34,61,0,16
0741096P,COLLEGE JACQUES PREVERT,27,27,31,0,26
0110049U,COLLEGE PRIVE INSTITUTION SEVIGNE,37,70,85,0,12
0601142R,COLLEGE PRIVE JEAN-PAUL II,43,57,137,0,12
0371191U,COLLEGE LE PUITS DE LA ROCHE,14,11,6,0,0
0672133E,COLLEGE NA,21,36,47,0,0
0131703F,COLLEGE EDOUARD MANET,23,11,7,89,0
0121257B,COLLEGE PRIVE SAINTE-FOY,11,19,2,0,0
0240015L,COLLEGE PLAISANCE,6,16,10,0,0
0040052K,COLLEGE CAMILLE REYMOND,27,31,24,0,24
0910624J,COLLEGE BLAISE PASCAL,32,21,23,0,15
0921554P,COLLEGE BEL AIR,14,21,56,0,11
0340899T,COLLEGE PRIVE SAINTE-MARIE LA SALLE,14,53,55,0,0
0130166K,COLLEGE HAUTS DE L ARC (LES),17,29,41,0,0
0141940H,COLLEGE LANGEVIN WALLON,19,17,17,0,15
0771471F,COLLEGE PIERRE WECZERKA,57,46,43,0,5
0912276E,COLLEGE GERMAINE TILLION,27,31,22,0,13
0180002E,COLLEGE GERARD PHILIPE,23,25,31,34,0
0131265E,COLLEGE JEAN MOULIN,31,16,20,0,0
0010040N,COLLEGE LOUIS VUITTON,12,21,12,0,0
0450053N,COLLEGE DUNOIS,20,26,47,0,11
0541579Y,COLLEGE EMILE GALLE,30,47,31,60,10
0180710Z,COLLEGE CLAUDE DEBUSSY,15,10,16,27,10
0110667R,COLLEGE PIERRE ET MARIE CURIE,13,23,17,0,0
0740041T,COLLEGE DU MONT DES PRINCES,27,35,26,0,0
0421659A,COLLEGE PRIVE SAINT FIRMIN,9,9,9,0,13
0382104F,COLLEGE LOUIS ARAGON,22,17,20,93,14
0610739X,COLLEGE FELIX LECLERC,6,7,9,0,0
0100962S,COLLEGE PRIVE ST BERNARD,9,21,78,0,0
0622123W,COLLEGE PRIVE NOTRE-DAME DE GRACE,27,29,44,0,22
0511327R,COLLEGE TERRES ROUGES,19,12,27,58,12
0595396V,COLLEGE PRIVE LA SALLE,20,20,25,0,23
0160094R,COLLEGE NORBERT CASTERET,33,33,44,0,12
0640008L,COLLEGE NA,23,17,23,0,0
0021778X,COLLEGE JACQUES PREVERT,12,12,6,0,0
0820047F,COLLEGE PRIVE SAINT-JOSEPH,20,19,9,0,0
0572172B,COLLEGE PAUL LANGEVIN,14,21,33,0,0
0511799D,COLLEGE PRIVE ST JOSEPH,24,28,41,0,12
0350889B,COLLEGE PRIVE SACRE COEUR,15,21,28,0,0
0061277F,COLLEGE PORT LYMPIA,40,53,45,62,22
0341870Y,COLLEGE MARIE CURIE,34,49,53,0,12
0931217T,COLLEGE IRENE ET FREDERIC JOLIOT CURIE,19,23,29,0,14
0831644L,COLLEGE LE VIGNERET,18,26,21,0,0
0160100X,COLLEGE ROMAIN ROLLAND,12,11,8,84,0
0721225R,COLLEGE PASTEUR,13,25,25,0,12
0594291U,COLLEGE MOLIERE,25,17,36,0,0
0752913J,COLLEGE PRIVE SEVIGNE,4,17,72,0,0
0681661L,INSTITUTION SAINTE JEANNE D'ARC,27,41,74,0,0
0331895F,COLLEGE MONTAIGNE,24,22,11,0,15
0470011G,COLLEGE GASTON CARRERE,8,7,12,0,0
9740080U,COLLEGE DE  BOURBON,33,29,26,0,6
0140049C,COLLEGE CLEMENT MAROT,20,33,42,0,0
0692520P,COLLEGE FREDERIC MISTRAL,28,22,12,0,11
0594525Y,COLLEGE SPECIALISE LE TRIOLO,13,8,20,0,15
0170004M,COLLEGE BEAUREGARD,13,16,15,0,0
0382035F,COLLEGE CHARLES MUNCH,31,30,56,105,10
0370730T,COLLEGE PRIVE SACRE COEUR,10,19,15,0,0
0171120A,COLLEGE HENRI DUNANT,17,37,45,88,12
9741313J,COLLEGE JEAN LE TOULLEC,27,14,19,92,11
0500035S,COLLEGE ROLAND VAUDATIN,12,4,15,0,0
0781537X,COLLEGE PRIVE LES OISEAUX NOTRE-DAME,14,76,141,0,8
0421014Z,COLLEGE PRIVE NOTRE DAME DES COLLINES,27,37,33,0,0
0350781J,COLLEGE PRIVE NOTRE DAME DU VIEUX COURS,13,23,63,0,0
0692423J,COLLEGE JEAN RENOIR,35,35,47,41,13
0131264D,COLLEGE JOSEPHINE BAKER,15,14,10,0,0
0541471F,COLLEGE AMILCAR ZANNONI,14,11,13,0,0
0220142K,COLLEGE PRIVE SACRE COEUR,31,75,76,0,0
0710038F,COLLEGE CLAUDE GABRIEL BOUTHIERE,14,17,12,0,0
0623759Z,COLLEGE LES ARGOUSIERS,24,18,25,0,0
9710072B,COLLEGE JULES MICHELET,10,7,8,0,11
0771222K,COLLEGE PRIVE SAINTE CELINE,17,44,32,0,0
0230009K,COLLEGE HENRI JUDET,6,9,9,0,0
0240962R,COLLEGE PIERRE FANLAC,20,13,19,33,0
0910677S,COLLEGE WEILER,36,35,22,0,10
0450789N,COLLEGE LE GRAND CLOS,12,18,17,0,12
